SN Entity Name Total amount received % performance Retained at Variance the HLG Budget (HLG roads) Amount transferred to LLGS;;;;;;;
72 Namutumba DLG 310,009,220 115,018,105 194,991,115 371,095,590 176,104,475 53%;;;;;;;
73;Nansana MC;5,081,443,000;0;5,081,443,000;6,134,779,000;1,053,336,000;83%
74 Napak DLG 169,812,995 0 169,812,995 328,345,000 158,532,005 52%;;;;;;;
75;Nebbi MC;287,592,164;0;287,592,164;415,520,484;127,928,320;69%
76 Ngora DLG 250,713,080 85,576,530 165,136,550 236,767,000 71,630,450 70%;;;;;;;
77;Njeru MC;494,711,006;0;494,711,006;709,336,904;214,625,898;70%
78 Ntoroko DLG 409,144,738 272,346,920 136,797,818 248,545,000 111,747,182 55%;;;;;;;
79;Ntungamo MC;327,470,000;0;327,470,000;474,662,000;147,192,000;69%
80 Otuke DLG 112,053,000 31,704,000 80,349,000 212,721,000 132,372,000 38%;;;;;;;
81;Oyam DLG;365,420,462;140,076,084;225,344,378;428,862,000;203,517,622;53%
82 Oyam DLG 365,420,462 140,076,084 225,344,378 428,862,000 203,517,622 53%;;;;;;;
83;Pakwach DLG;525,378,571;374,035,156;151,343,415;288,771,487;137,428,072;52%
84 Pallisa DLG 312,392,594 141,054,394 171,338,200 326,139,455 154,801,255 53%;;;;;;;
85;Rubanda DLG;327,104,128;114,229,570;212,874,558;405,130,299;192,255,741;53%
86 Rubirizi DLG 280,690,311 128,143,181 152,547,130 290,437,607 137,890,477 53%;;;;;;;
87;Rukiga DLG;290,952,317;67,482,482;223,469,835;164,170,000;059,299,835;136%
88 Rukungiri DLG 504,582,056 167,339,704 337,242,352 513,877,491 176,635,139 66%;;;;;;;
89;Rwampara DLG;584,691,500;39,661,500;545,030,000;738,419,000;193,389,000;74%
90 Sembabule DLG 658,750,762 347,546,954 311,203,808 592,264,729 281,060,921 53%;;;;;;;
91;Serere DLG;407,662,982;234,635,349;173,027,633;295,038,000;122,010,367;59%
92 Sironko DLG 399,815,539 165,809,536 234,006,003 484,106,602 250,100,599 48%;;;;;;;
93;Soroti DLG;305,981,778;54,124,908;251,856,870;479,319,040;227,462,170;53%
94 Tororo DLG 570,502,278 211,125,748 359,376,530 702,216,000 342,839,470 51%;;;;;;;
95;Tororo MC;369,649,141;0;369,649,141;530,031,000;160,381,859;70%
96 Zombo DLG 367,531,172 186,470,394 181,060,778 344,613,652 163,552,874 53%;;;;;;;
;Total;45,691,919,465;13,139,474,615;32,552,444,851;51,950,635,524;19,398,190,673;63%
