SN Entity Name No. of political leaders and commissioners not subjected to PAYE Amount of DPOL and DSC gratuity not subject to PAYE PAYE not deducted No. of political leaders and commissioners not subjected to PAYE on IPPS but deducted and remitted off the payroll Amount of DPOL and DSC gratuity not subject to PAYE on IPPS but deducted and remitted off the payroll PAYE deducted and remitted off the payroll;;;;;;;
1;Alebtong DLG;19;40,687,200;13,300,960;0;0;0
2 Amolatar DLG 0 0 0 38,469,600 10,917,729;;;;;;;
3;Amudat DLG;0;21,710,400;7,772,520;0;0;0
4 Amuria DLG 0 0 0 0 12,723,997 12,723,997;;;;;;;
5;Amuru DLG;0;42,540,000;11,911,080;0;0;0
6 Arua DLG 0 6,178,846 1,853,653 0 0 0;;;;;;;
7;Budaka DLG;0;;;19;3,845,140;3,583,813
8 Bududa DLG 0 45,511,200 13,562,160 0 0 0;;;;;;;
9;Bukedea DLG;23;44,402,400;13,709,520;0;0;0
10 Bukomansimbi DLG 0 0 0 15 39,268,846 11,196,171;;;;;;;
11;Buliisa DLG;0;35,503,200;10,745,760;0;0;0
12 Butebo DLG 12 37,808,861 10,819,458 0 0 0;;;;;;;
13;Dokolo DLG;0;27,409,800;7,815,060;0;0;0
14 Hoima DLG 0 37,758,046 11,329,114 0 0 0;;;;;;;
15;Kagadi DLG;0;71,100,000;20,757,360;0;0;0
16 Kakumiro DLG 0 63,930,046 19,273,814 0 0 0;;;;;;;
17;Kalaki DLG;17;41,105,630;12,540,089;0;0;0
18 Kalangala DLG 0 38,715,646 11,264,534 0 0 0;;;;;;;
19;Kaliro DLG;13;33,682,846;10,205,854;0;0;0
20 Kanungu DLG 1 5,603,200 899,550 0 0 0;;;;;;;
21;Kapelebyong DLG;0;0;0;0;42,784,800;14,350,840
22 Kasese DLG 1 1,837,200 106,200 0 0 0;;;;;;;
23;Katakwi DLG;26;55,030,846;16,604,054;0;0;0
24 Kibaale DLG 4 36,656,860 2,471,538 2 10,000,000 560,000;;;;;;;
25;Kiboga DLG;0;36,656,860;2,471,538;0;0;0
26 Kibuku DLG 0 51,157,661 15,442,098 0 0 0;;;;;;;
27;Kiruhura DLG;0;40,775,260;14,181,682;0;0;0
28 Kween DLG 1 4,119,230 1,235,769 0 0 0;;;;;;;
29;Kyankwanzi DLG;24;53,959,646;7,884,694;0;0;0
30 Kyegegwa DLG 0 51,157,661 15,344,098 0 0 0;;;;;;;
31;Kyenjojo DLG;2;3,715,200;1,114,560;0;0;0
